年度/Year,月份/Month,發電站名稱/Name of The Power Station,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kWh),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day,closest_station,溫度_平均,溫度_最高,溫度_最低,累積雨量,降雨日數,最大十分鐘風,最大十分鐘風向,最大瞬間風,最大瞬間風向,相對濕度_平均,相對濕度_最低,氣壓_平均,日照時數
2017,7,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,9815.0,4.48,澎湖,29.8,35.2,24.2,240.5,11.0,13.5,190.0,24.9,190.0,79.0,60.0,1006.8,269.1
2017,7,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,15344.0,3.2,東吉島,29.6,34.3,24.3,256.1,10.0,22.6,200.0,31.6,210.0,81.0,65.0,1003.4,255.4
2017,7,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,68305.0,4.17,金門,29.0,35.9,24.6,92.6,8.0,16.0,230.0,23.7,240.0,78.0,49.0,1004.5,278.7
2017,8,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,90878.0,4.5,新屋,29.9,35.5,25.8,23.8,3.0,14.9,220.0,24.5,60.0,77.0,52.0,1004.2,278.8
2017,8,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,5550.0,4.45,新屋,29.9,35.5,25.8,23.8,3.0,14.9,220.0,24.5,60.0,77.0,52.0,1004.2,278.8
2017,8,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,10538.0,3.7,臺中,29.4,35.6,23.7,69.0,9.0,4.5,240.0,10.9,250.0,77.0,51.0,997.6,188.0
2017,8,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,11409.0,3.18,臺中,29.4,35.6,23.7,69.0,9.0,4.5,240.0,10.9,250.0,77.0,51.0,997.6,188.0
2017,8,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4620.0,3.56,臺中,29.4,35.6,23.7,69.0,9.0,4.5,240.0,10.9,250.0,77.0,51.0,997.6,188.0
2017,8,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,279324.0,4.24,臺中,29.4,35.6,23.7,69.0,9.0,4.5,240.0,10.9,250.0,77.0,51.0,997.6,188.0
2017,8,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,904531.0,4.5,臺中,29.4,35.6,23.7,69.0,9.0,4.5,240.0,10.9,250.0,77.0,51.0,997.6,188.0
2017,8,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,10375.0,3.67,臺中,29.4,35.6,23.7,69.0,9.0,4.5,240.0,10.9,250.0,77.0,51.0,997.6,188.0
2017,8,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,4446.0,2.39,嘉義,29.8,35.8,23.9,198.6,10.0,9.0,30.0,23.8,260.0,76.0,49.0,1003.9,214.3
2017,8,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,637092.0,4.43,高雄,30.1,34.7,24.9,211.0,13.0,10.9,150.0,18.6,150.0,75.0,55.0,1007.1,222.0
2017,8,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,189824.0,3.76,臺南,29.9,34.9,24.9,196.5,9.0,8.5,140.0,17.1,120.0,74.0,48.0,1004.8,212.5
2017,8,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7276.0,3.91,高雄,30.1,34.7,24.9,211.0,13.0,10.9,150.0,18.6,150.0,75.0,55.0,1007.1,222.0
2017,8,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,174720.0,3.87,恆春,29.6,35.0,25.0,298.0,17.0,11.2,40.0,24.6,40.0,78.0,54.0,1004.8,208.6
2017,8,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,8954.0,4.09,澎湖,29.5,34.7,24.8,98.8,7.0,8.4,360.0,15.9,360.0,82.0,63.0,1006.0,291.0
2017,8,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,16018.0,3.34,東吉島,29.5,34.3,25.7,80.1,6.0,15.1,150.0,20.6,150.0,81.0,64.0,1002.6,290.7
2017,8,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,66169.0,4.04,金門,29.0,35.9,23.8,46.5,4.0,9.0,150.0,17.7,160.0,80.0,49.0,1003.5,281.2
2017,9,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,72913.0,3.73,新屋,28.7,36.7,21.7,18.3,7.0,13.2,40.0,20.8,40.0,78.0,47.0,1006.9,222.9
2017,9,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,4501.0,3.73,新屋,28.7,36.7,21.7,18.3,7.0,13.2,40.0,20.8,40.0,78.0,47.0,1006.9,222.9
2017,9,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,9375.0,3.4,臺中,29.3,35.5,24.5,21.4,2.0,5.7,20.0,11.1,10.0,74.0,41.0,999.7,195.3
2017,9,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9582.0,2.76,臺中,29.3,35.5,24.5,21.4,2.0,5.7,20.0,11.1,10.0,74.0,41.0,999.7,195.3
2017,9,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4497.0,3.58,臺中,29.3,35.5,24.5,21.4,2.0,5.7,20.0,11.1,10.0,74.0,41.0,999.7,195.3
2017,9,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,268235.0,4.21,臺中,29.3,35.5,24.5,21.4,2.0,5.7,20.0,11.1,10.0,74.0,41.0,999.7,195.3
2017,9,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,838332.0,4.31,臺中,29.3,35.5,24.5,21.4,2.0,5.7,20.0,11.1,10.0,74.0,41.0,999.7,195.3
2017,9,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,10356.0,3.79,臺中,29.3,35.5,24.5,21.4,2.0,5.7,20.0,11.1,10.0,74.0,41.0,999.7,195.3
2017,9,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,4369.0,2.43,嘉義,29.5,36.7,23.9,117.2,7.0,7.1,220.0,12.1,220.0,76.0,42.0,1006.0,228.0
2017,9,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,611408.0,4.4,高雄,30.2,35.1,25.3,32.5,8.0,7.4,310.0,12.9,140.0,74.0,50.0,1009.0,235.9
2017,9,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,207919.0,4.26,臺南,30.0,35.4,25.6,39.5,5.0,8.2,180.0,13.1,180.0,69.0,31.0,1006.8,234.5
2017,9,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7643.0,4.24,高雄,30.2,35.1,25.3,32.5,8.0,7.4,310.0,12.9,140.0,74.0,50.0,1009.0,235.9
2017,9,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,190599.0,4.36,恆春,29.3,34.5,25.4,243.6,10.0,11.5,30.0,26.7,30.0,77.0,53.0,1006.8,233.7
2017,9,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,8244.0,3.89,澎湖,29.3,35.1,25.9,20.1,2.0,9.4,30.0,17.2,20.0,79.0,54.0,1008.3,266.3
2017,9,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,15048.0,3.25,東吉島,29.0,34.3,25.7,19.7,4.0,15.4,30.0,20.7,20.0,80.0,61.0,1004.8,275.2
2017,9,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,55378.0,3.5,金門,28.9,35.8,23.2,29.4,4.0,8.9,80.0,15.6,70.0,75.0,41.0,1006.7,247.6
2017,10,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,60156.0,3.08,新屋,25.2,35.5,17.6,159.8,11.0,16.1,50.0,25.4,40.0,76.0,53.0,1010.4,154.7
2017,10,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3488.0,2.89,新屋,25.2,35.5,17.6,159.8,11.0,16.1,50.0,25.4,40.0,76.0,53.0,1010.4,154.7
2017,10,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,9075.0,3.3,臺中,26.5,38.3,17.6,53.5,5.0,6.3,20.0,13.8,10.0,72.0,41.0,1001.4,202.1
2017,10,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9048.0,2.6,臺中,26.5,38.3,17.6,53.5,5.0,6.3,20.0,13.8,10.0,72.0,41.0,1001.4,202.1
2017,10,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4590.0,3.65,臺中,26.5,38.3,17.6,53.5,5.0,6.3,20.0,13.8,10.0,72.0,41.0,1001.4,202.1
2017,10,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,226283.0,3.55,臺中,26.5,38.3,17.6,53.5,5.0,6.3,20.0,13.8,10.0,72.0,41.0,1001.4,202.1
2017,10,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,673768.0,3.46,臺中,26.5,38.3,17.6,53.5,5.0,6.3,20.0,13.8,10.0,72.0,41.0,1001.4,202.1
2017,10,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,10607.0,3.88,臺中,26.5,38.3,17.6,53.5,5.0,6.3,20.0,13.8,10.0,72.0,41.0,1001.4,202.1
2017,10,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3740.0,2.08,嘉義,26.2,36.5,16.5,79.0,6.0,7.2,360.0,12.7,360.0,74.0,46.0,1007.6,207.5
2017,10,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,568081.0,4.08,高雄,28.0,34.5,21.3,82.5,7.0,6.9,350.0,11.1,350.0,73.0,54.0,1010.5,213.2
2017,10,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,198105.0,4.06,臺南,27.1,35.4,18.7,39.5,3.0,9.8,350.0,18.3,350.0,70.0,41.0,1008.4,229.2
2017,10,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7159.0,3.98,高雄,28.0,34.5,21.3,82.5,7.0,6.9,350.0,11.1,350.0,73.0,54.0,1010.5,213.2
2017,10,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,148577.0,3.4,恆春,27.7,33.9,20.5,304.0,16.0,11.9,40.0,25.6,40.0,71.0,44.0,1008.3,199.3
2017,10,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,6254.0,2.95,澎湖,26.7,35.3,21.3,13.0,5.0,11.4,20.0,26.1,20.0,74.0,46.0,1010.5,177.6
2017,10,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,12202.0,2.63,東吉島,26.8,34.2,20.9,20.5,4.0,23.4,30.0,32.5,30.0,76.0,51.0,1006.4,215.3
2017,10,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,59572.0,3.76,金門,25.8,36.1,16.7,1.3,1.0,10.6,60.0,23.0,70.0,61.0,27.0,1010.8,196.4
2017,11,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,33793.0,1.73,新屋,21.5,29.0,15.4,68.8,17.0,14.1,50.0,23.9,50.0,84.0,63.0,1014.1,69.6
2017,11,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,2147.0,1.78,新屋,21.5,29.0,15.4,68.8,17.0,14.1,50.0,23.9,50.0,84.0,63.0,1014.1,69.6
2017,11,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,6593.0,2.39,臺中,23.3,31.3,17.4,19.5,5.0,6.1,20.0,14.1,30.0,79.0,46.0,1005.2,143.8
2017,11,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,7117.0,2.05,臺中,23.3,31.3,17.4,19.5,5.0,6.1,20.0,14.1,30.0,79.0,46.0,1005.2,143.8
2017,11,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3548.0,2.82,臺中,23.3,31.3,17.4,19.5,5.0,6.1,20.0,14.1,30.0,79.0,46.0,1005.2,143.8
2017,11,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,170428.0,2.68,臺中,23.3,31.3,17.4,19.5,5.0,6.1,20.0,14.1,30.0,79.0,46.0,1005.2,143.8
2017,11,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,506585.0,2.6,臺中,23.3,31.3,17.4,19.5,5.0,6.1,20.0,14.1,30.0,79.0,46.0,1005.2,143.8
2017,11,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,7860.0,2.88,臺中,23.3,31.3,17.4,19.5,5.0,6.1,20.0,14.1,30.0,79.0,46.0,1005.2,143.8
2017,11,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2470.0,1.37,嘉義,23.3,32.4,16.5,10.5,4.0,6.0,360.0,10.4,360.0,78.0,46.0,1011.5,135.2
2017,11,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,467836.0,3.36,高雄,25.5,32.1,19.6,11.0,4.0,6.1,350.0,10.3,360.0,74.0,52.0,1014.4,164.6
2017,11,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,152524.0,3.12,臺南,23.8,33.4,17.4,1.5,2.0,8.7,350.0,16.1,330.0,73.0,44.0,1012.3,165.3
2017,11,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5810.0,3.23,高雄,25.5,32.1,19.6,11.0,4.0,6.1,350.0,10.3,360.0,74.0,52.0,1014.4,164.6
2017,11,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,132599.0,3.03,恆春,26.0,32.0,21.4,23.0,5.0,16.1,40.0,33.0,40.0,69.0,50.0,1011.8,150.6
2017,11,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,4361.0,2.06,澎湖,22.9,29.4,18.6,26.7,7.0,11.4,20.0,25.4,30.0,79.0,57.0,1014.6,53.2
2017,11,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,6578.0,1.42,東吉島,23.6,29.2,19.7,6.2,4.0,22.5,30.0,31.1,30.0,78.0,65.0,1010.3,92.1
2017,11,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,32073.0,2.02,金門,20.8,30.4,12.5,28.6,8.0,10.5,60.0,20.5,50.0,68.0,36.0,1015.2,87.5
2017,12,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,40855.0,2.02,新屋,17.2,25.6,11.0,40.1,11.0,15.2,60.0,24.8,60.0,75.0,49.0,1018.0,108.1
2017,12,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,2466.0,1.98,新屋,17.2,25.6,11.0,40.1,11.0,15.2,60.0,24.8,60.0,75.0,49.0,1018.0,108.1
2017,12,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,6104.0,2.14,臺中,18.5,27.1,11.7,8.0,4.0,6.8,20.0,14.4,10.0,76.0,45.0,1008.4,156.7
2017,12,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,6480.0,1.81,臺中,18.5,27.1,11.7,8.0,4.0,6.8,20.0,14.4,10.0,76.0,45.0,1008.4,156.7
2017,12,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3369.0,2.59,臺中,18.5,27.1,11.7,8.0,4.0,6.8,20.0,14.4,10.0,76.0,45.0,1008.4,156.7
2017,12,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,168442.0,2.56,臺中,18.5,27.1,11.7,8.0,4.0,6.8,20.0,14.4,10.0,76.0,45.0,1008.4,156.7
2017,12,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,545519.0,2.71,臺中,18.5,27.1,11.7,8.0,4.0,6.8,20.0,14.4,10.0,76.0,45.0,1008.4,156.7
2017,12,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,8029.0,2.84,臺中,18.5,27.1,11.7,8.0,4.0,6.8,20.0,14.4,10.0,76.0,45.0,1008.4,156.7
2017,12,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2175.0,1.17,嘉義,18.6,27.1,10.2,3.7,3.0,7.4,360.0,14.9,360.0,78.0,48.0,1014.9,141.9
2017,12,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,434732.0,3.02,高雄,21.4,29.4,15.5,0.5,1.0,7.7,350.0,11.8,350.0,69.0,49.0,1017.6,142.5
2017,12,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,141199.0,2.8,臺南,19.1,26.5,13.2,2.0,3.0,8.9,350.0,15.3,360.0,72.0,49.0,1015.5,164.8
2017,12,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5629.0,3.02,高雄,21.4,29.4,15.5,0.5,1.0,7.7,350.0,11.8,350.0,69.0,49.0,1017.6,142.5
2017,12,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,134371.0,2.97,恆春,22.1,28.2,17.5,3.5,4.0,13.6,40.0,30.3,50.0,65.0,47.0,1014.8,138.9
2017,12,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,4868.0,2.22,澎湖,18.6,23.4,14.4,5.4,6.0,11.3,20.0,26.1,20.0,75.0,55.0,1018.0,96.8
2017,12,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,9256.0,1.93,東吉島,19.6,23.8,15.8,4.9,4.0,22.4,20.0,30.6,20.0,74.0,58.0,1013.5,108.4
2017,12,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,41203.0,2.52,金門,16.1,25.6,9.9,0.0,0.0,10.0,70.0,19.4,40.0,59.0,22.0,1019.5,177.2
2018,1,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,48440.0,2.4,新屋,15.9,26.2,8.7,282.5,13.0,14.2,30.0,23.0,30.0,79.0,47.0,1016.2,114.6
2018,1,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,2766.0,2.22,新屋,15.9,26.2,8.7,282.5,13.0,14.2,30.0,23.0,30.0,79.0,47.0,1016.2,114.6
2018,1,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,6462.0,2.27,臺中,17.3,27.2,6.1,103.5,13.0,5.5,360.0,12.8,10.0,81.0,27.0,1007.3,127.4
2018,1,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,5858.0,1.63,臺中,17.3,27.2,6.1,103.5,13.0,5.5,360.0,12.8,10.0,81.0,27.0,1007.3,127.4
2018,1,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3185.0,2.45,臺中,17.3,27.2,6.1,103.5,13.0,5.5,360.0,12.8,10.0,81.0,27.0,1007.3,127.4
2018,1,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,164365.0,2.5,臺中,17.3,27.2,6.1,103.5,13.0,5.5,360.0,12.8,10.0,81.0,27.0,1007.3,127.4
2018,1,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,501612.0,2.49,臺中,17.3,27.2,6.1,103.5,13.0,5.5,360.0,12.8,10.0,81.0,27.0,1007.3,127.4
2018,1,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,7835.0,2.77,臺中,17.3,27.2,6.1,103.5,13.0,5.5,360.0,12.8,10.0,81.0,27.0,1007.3,127.4
2018,1,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2019.0,1.09,嘉義,17.4,27.8,4.7,76.5,11.0,8.4,10.0,15.7,10.0,83.0,39.0,1013.7,121.2
2018,1,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,451264.0,3.14,高雄,20.4,29.3,10.4,23.5,7.0,9.1,360.0,16.6,360.0,72.0,44.0,1016.3,149.0
2018,1,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,148842.0,2.95,臺南,18.1,28.2,7.6,40.0,10.0,9.3,350.0,19.4,340.0,75.0,41.0,1014.3,136.8
2018,1,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5328.0,2.86,高雄,20.4,29.3,10.4,23.5,7.0,9.1,360.0,16.6,360.0,72.0,44.0,1016.3,149.0
2018,1,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,156170.0,3.45,恆春,21.4,28.3,14.8,34.5,6.0,13.5,40.0,27.9,40.0,67.0,43.0,1013.6,152.4
2018,1,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,5169.0,2.36,澎湖,17.6,24.2,12.3,58.3,11.0,10.5,20.0,23.6,20.0,77.0,47.0,1016.5,93.4
2018,1,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,8456.0,1.76,東吉島,18.6,26.0,13.6,70.6,11.0,19.1,20.0,25.7,30.0,77.0,54.0,1012.4,107.4
2018,1,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,35753.0,2.18,金門,14.2,25.5,6.5,149.3,10.0,9.3,70.0,19.7,50.0,72.0,27.0,1017.6,130.9
2018,2,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,36597.0,2.01,新屋,14.2,26.3,6.4,106.6,13.0,13.3,40.0,21.3,40.0,80.0,49.0,1017.6,72.4
2018,2,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,1973.0,1.75,新屋,14.2,26.3,6.4,106.6,13.0,13.3,40.0,21.3,40.0,80.0,49.0,1017.6,72.4
2018,2,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,5634.0,2.19,臺中,16.5,30.5,7.9,25.5,8.0,6.0,20.0,12.1,20.0,79.0,37.0,1008.5,117.3
2018,2,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,5479.0,1.69,臺中,16.5,30.5,7.9,25.5,8.0,6.0,20.0,12.1,20.0,79.0,37.0,1008.5,117.3
2018,2,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,2957.0,2.52,臺中,16.5,30.5,7.9,25.5,8.0,6.0,20.0,12.1,20.0,79.0,37.0,1008.5,117.3
2018,2,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,161899.0,2.72,臺中,16.5,30.5,7.9,25.5,8.0,6.0,20.0,12.1,20.0,79.0,37.0,1008.5,117.3
2018,2,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,418656.0,2.31,臺中,16.5,30.5,7.9,25.5,8.0,6.0,20.0,12.1,20.0,79.0,37.0,1008.5,117.3
2018,2,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,7118.0,2.79,臺中,16.5,30.5,7.9,25.5,8.0,6.0,20.0,12.1,20.0,79.0,37.0,1008.5,117.3
2018,2,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,1952.0,1.16,嘉義,16.8,31.8,6.7,23.7,8.0,6.4,10.0,11.2,20.0,81.0,36.0,1015.0,107.3
2018,2,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,435380.0,3.35,高雄,19.8,31.2,10.2,4.5,2.0,8.9,350.0,13.6,360.0,67.0,46.0,1017.5,136.8
2018,2,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,140172.0,3.08,臺南,17.5,30.6,8.3,11.5,7.0,9.3,360.0,15.7,350.0,76.0,39.0,1015.5,125.4
2018,2,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,4515.0,2.69,高雄,19.8,31.2,10.2,4.5,2.0,8.9,350.0,13.6,360.0,67.0,46.0,1017.5,136.8
2018,2,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,140381.0,3.44,恆春,21.2,29.9,14.4,35.5,4.0,12.0,30.0,23.1,40.0,66.0,47.0,1014.8,129.4
2018,2,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,4838.0,2.45,澎湖,16.4,27.2,9.9,10.9,6.0,9.5,10.0,20.2,20.0,77.0,46.0,1017.8,83.5
2018,2,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,6301.0,1.46,東吉島,17.5,27.9,10.8,13.0,7.0,19.2,20.0,26.4,360.0,78.0,51.0,1013.7,92.5
2018,2,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,36579.0,2.47,金門,12.6,22.9,4.5,20.6,7.0,7.6,60.0,18.2,70.0,71.0,25.0,1018.2,121.8
2018,3,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,73986.0,3.66,新屋,19.0,28.2,10.9,47.6,10.0,12.4,40.0,20.0,30.0,76.0,31.0,1013.9,167.2
2018,3,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,4342.0,3.48,新屋,19.0,28.2,10.9,47.6,10.0,12.4,40.0,20.0,30.0,76.0,31.0,1013.9,167.2
2018,3,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,9842.0,3.46,臺中,20.8,31.9,10.9,35.5,3.0,5.7,10.0,11.1,360.0,73.0,21.0,1005.7,213.0
2018,3,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,8700.0,2.42,臺中,20.8,31.9,10.9,35.5,3.0,5.7,10.0,11.1,360.0,73.0,21.0,1005.7,213.0
2018,3,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4351.0,3.35,臺中,20.8,31.9,10.9,35.5,3.0,5.7,10.0,11.1,360.0,73.0,21.0,1005.7,213.0
2018,3,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,271357.0,4.12,臺中,20.8,31.9,10.9,35.5,3.0,5.7,10.0,11.1,360.0,73.0,21.0,1005.7,213.0
2018,3,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,776348.0,3.86,臺中,20.8,31.9,10.9,35.5,3.0,5.7,10.0,11.1,360.0,73.0,21.0,1005.7,213.0
2018,3,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,11771.0,4.17,臺中,20.8,31.9,10.9,35.5,3.0,5.7,10.0,11.1,360.0,73.0,21.0,1005.7,213.0
2018,3,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3570.0,1.92,嘉義,21.0,32.4,10.4,31.5,3.0,7.5,10.0,12.7,20.0,77.0,26.0,1012.1,221.9
2018,3,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,627823.0,4.37,高雄,23.5,31.0,12.8,57.0,5.0,8.4,350.0,14.9,360.0,65.0,36.0,1015.0,255.7
2018,3,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,247753.0,4.91,臺南,22.3,31.2,11.4,19.0,4.0,10.1,350.0,17.5,350.0,70.0,29.0,1012.8,249.7
2018,3,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7313.0,3.93,高雄,23.5,31.0,12.8,57.0,5.0,8.4,350.0,14.9,360.0,65.0,36.0,1015.0,255.7
2018,3,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,197819.0,4.38,恆春,23.9,32.3,16.7,14.6,4.0,10.7,30.0,22.2,30.0,64.0,36.0,1012.7,236.0
