年度/Year,月份/Month,發電站名稱/Name of The Power Station,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kWh),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day,closest_station,溫度_平均,溫度_最高,溫度_最高日期,溫度_最低,溫度_最低日期,累積雨量,降雨日數,最大十分鐘風,最大十分鐘風速日期,最大十分鐘風向,最大瞬間風,最大瞬間風日期,最大瞬間風向,相對濕度_平均,相對濕度_最低,相對濕度_最低日期,氣壓_平均,日照時數
2019,3,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,506985.0,3.53,高雄,24.1,31.5,2019-03-05,17.4,2019-03-08,44.0,7.0,7.7,2019-03-03,350.0,13.2,2019-03-05,160.0,73.0,43.0,2019-03-05,1014.7,206.1
2019,3,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,186120.0,3.69,臺南,22.5,30.7,2019-03-19,13.8,2019-03-08,74.5,11.0,8.1,2019-03-15,340.0,14.4,2019-03-15,340.0,77.0,52.0,2019-03-16,1012.5,188.8
2019,3,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,6340.0,3.41,高雄,24.1,31.5,2019-03-05,17.4,2019-03-08,44.0,7.0,7.7,2019-03-03,350.0,13.2,2019-03-05,160.0,73.0,43.0,2019-03-05,1014.7,206.1
2019,3,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,179028.0,3.96,恆春,24.1,30.7,2019-03-20,19.0,2019-03-08,44.0,2.0,12.1,2019-03-07,30.0,25.2,2019-03-07,30.0,74.0,36.0,2019-03-16,1012.2,199.9
2019,3,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,6300.0,2.88,澎湖,21.5,28.5,2019-03-28,15.8,2019-03-08,111.5,11.0,9.1,2019-03-23,30.0,21.5,2019-03-23,50.0,82.0,38.0,2019-03-16,1014.3,130.9
2019,3,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,12007.0,2.51,東吉島,22.5,28.2,2019-03-29,17.3,2019-03-08,144.4,11.0,18.0,2019-03-23,40.0,22.9,2019-03-23,50.0,67.0,42.0,2019-03-16,1010.6,143.8
2019,3,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,44929.0,2.74,金門,16.7,25.8,2019-03-13,8.9,2019-03-07,201.7,14.0,8.5,2019-03-31,70.0,17.3,2019-03-31,70.0,79.0,40.0,2019-03-16,1013.7,102.3
2019,4,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,62486.0,3.2,新屋,23.1,30.1,2019-04-23,14.8,2019-04-01,115.0,14.0,13.5,2019-04-25,250.0,22.1,2019-04-25,260.0,82.0,57.0,2019-04-25,1009.9,140.0
2019,4,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3400.0,2.82,新屋,23.1,30.1,2019-04-23,14.8,2019-04-01,115.0,14.0,13.5,2019-04-25,250.0,22.1,2019-04-25,260.0,82.0,57.0,2019-04-25,1009.9,140.0
2019,4,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,7852.0,2.85,臺中,24.7,33.3,2019-04-26,16.7,2019-04-01,115.5,10.0,5.1,2019-04-30,170.0,11.8,2019-04-21,230.0,79.0,51.0,2019-04-25,1002.4,169.3
2019,4,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9623.0,2.77,臺中,24.7,33.3,2019-04-26,16.7,2019-04-01,115.5,10.0,5.1,2019-04-30,170.0,11.8,2019-04-21,230.0,79.0,51.0,2019-04-25,1002.4,169.3
2019,4,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3802.0,3.02,臺中,24.7,33.3,2019-04-26,16.7,2019-04-01,115.5,10.0,5.1,2019-04-30,170.0,11.8,2019-04-21,230.0,79.0,51.0,2019-04-25,1002.4,169.3
2019,4,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,206878.0,3.25,臺中,24.7,33.3,2019-04-26,16.7,2019-04-01,115.5,10.0,5.1,2019-04-30,170.0,11.8,2019-04-21,230.0,79.0,51.0,2019-04-25,1002.4,169.3
2019,4,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,624497.0,3.21,臺中,24.7,33.3,2019-04-26,16.7,2019-04-01,115.5,10.0,5.1,2019-04-30,170.0,11.8,2019-04-21,230.0,79.0,51.0,2019-04-25,1002.4,169.3
2019,4,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,3062.0,1.12,臺中,24.7,33.3,2019-04-26,16.7,2019-04-01,115.5,10.0,5.1,2019-04-30,170.0,11.8,2019-04-21,230.0,79.0,51.0,2019-04-25,1002.4,169.3
2019,4,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2863.0,1.59,嘉義,25.1,34.1,2019-04-09,17.1,2019-04-02,74.0,6.0,11.7,2019-04-19,260.0,23.5,2019-04-19,240.0,75.0,47.0,2019-04-09,1008.9,199.1
2019,4,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,617396.0,4.44,高雄,26.9,33.3,2019-04-20,21.0,2019-04-02,63.2,4.0,7.6,2019-04-19,320.0,15.0,2019-04-19,290.0,74.0,47.0,2019-04-20,1012.0,237.5
2019,4,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,210045.0,4.3,臺南,26.0,32.9,2019-04-20,18.7,2019-04-02,88.0,3.0,8.2,2019-04-03,340.0,18.3,2019-04-19,250.0,73.0,48.0,2019-04-20,1009.7,206.6
2019,4,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7121.0,3.95,高雄,26.9,33.3,2019-04-20,21.0,2019-04-02,63.2,4.0,7.6,2019-04-19,320.0,15.0,2019-04-19,290.0,74.0,47.0,2019-04-20,1012.0,237.5
2019,4,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,184397.0,4.22,恆春,26.6,33.1,2019-04-29,21.2,2019-04-03,15.5,4.0,10.8,2019-04-01,40.0,21.8,2019-04-01,20.0,76.0,40.0,2019-04-20,1009.5,203.0
2019,4,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,7504.0,3.54,澎湖,24.3,30.9,2019-04-29,19.3,2019-04-16,114.8,7.0,9.6,2019-04-19,280.0,19.6,2019-04-19,290.0,85.0,66.0,2019-04-18,1011.3,170.0
2019,4,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,354.28,19531.0,7.18,東吉島,25.0,30.8,2019-04-30,20.6,2019-04-01,67.2,4.0,24.8,2019-04-19,300.0,40.0,2019-04-19,290.0,69.0,59.0,2019-04-20,1007.8,197.7
2019,4,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,48798.0,3.08,金門,20.6,28.7,2019-04-30,12.6,2019-04-01,113.1,15.0,10.5,2019-04-22,300.0,17.2,2019-04-22,310.0,82.0,53.0,2019-04-18,1009.6,122.0
2019,4,龍潭E/S太陽光電發電站/Longtan E/S Solar Power Station,162.0,15573.0,3.2,新屋,23.1,30.1,2019-04-23,14.8,2019-04-01,115.0,14.0,13.5,2019-04-25,250.0,22.1,2019-04-25,260.0,82.0,57.0,2019-04-25,1009.9,140.0
2019,4,竹工E/S太陽光電發電站/Zhugong E/S Solar Power Station,228.0,23582.0,3.45,新竹,23.6,32.1,2019-04-25,15.4,2019-04-01,217.0,11.0,7.6,2019-04-25,280.0,16.0,2019-04-30,290.0,77.0,53.0,2019-04-17,1009.2,147.5
2019,4,中科E/S太陽光電發電站/Zhongke E/S Solar Power Station,198.0,22281.0,3.75,臺中,24.7,33.3,2019-04-26,16.7,2019-04-01,115.5,10.0,5.1,2019-04-30,170.0,11.8,2019-04-21,230.0,79.0,51.0,2019-04-25,1002.4,169.3
2019,4,彰林E/S太陽光電發電站/Changlin E/S Solar Power Station,258.0,31841.0,4.11,臺中,24.7,33.3,2019-04-26,16.7,2019-04-01,115.5,10.0,5.1,2019-04-30,170.0,11.8,2019-04-21,230.0,79.0,51.0,2019-04-25,1002.4,169.3
2019,4,台南七股太陽光電發電站/Tainan Qigu Solar Power Station,1799.5,240901.0,4.46,永康,25.6,32.9,2019-04-29,17.9,2019-04-02,78.0,3.0,8.9,2019-04-19,250.0,19.2,2019-04-19,260.0,74.0,52.0,2019-04-20,1010.9,208.9
2019,4,高雄E/S太陽光電發電站/Kaohsiung E/S Solar Power Station,379.76,48264.0,4.24,高雄,26.9,33.3,2019-04-20,21.0,2019-04-02,63.2,4.0,7.6,2019-04-19,320.0,15.0,2019-04-19,290.0,74.0,47.0,2019-04-20,1012.0,237.5
2019,4,燕巢倉庫太陽光電發電站/Yanchao Warehouse Solar Power Station,497.76,61203.0,4.1,高雄,26.9,33.3,2019-04-20,21.0,2019-04-02,63.2,4.0,7.6,2019-04-19,320.0,15.0,2019-04-19,290.0,74.0,47.0,2019-04-20,1012.0,237.5
2019,4,大潭電廠GIS廠房太陽光電發電站/Datang Power Plant GIS Solar Power Station,710.04,72387.0,3.4,新屋,23.1,30.1,2019-04-23,14.8,2019-04-01,115.0,14.0,13.5,2019-04-25,250.0,22.1,2019-04-25,260.0,82.0,57.0,2019-04-25,1009.9,140.0
2019,4,北部儲運中心太陽光電發電站/Northern Storage and Transportation Center Solar Power Station,907.68,93435.0,3.43,新屋,23.1,30.1,2019-04-23,14.8,2019-04-01,115.0,14.0,13.5,2019-04-25,250.0,22.1,2019-04-25,260.0,82.0,57.0,2019-04-25,1009.9,140.0
2019,5,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,57139.0,2.83,新屋,24.1,31.8,2019-05-25,17.4,2019-05-07,500.7,18.0,12.2,2019-05-19,230.0,19.8,2019-05-19,240.0,81.0,51.0,2019-05-21,1007.5,103.7
2019,5,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3026.0,2.43,新屋,24.1,31.8,2019-05-25,17.4,2019-05-07,500.7,18.0,12.2,2019-05-19,230.0,19.8,2019-05-19,240.0,81.0,51.0,2019-05-21,1007.5,103.7
2019,5,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,6595.0,2.32,臺中,25.4,33.7,2019-05-15,18.9,2019-05-03,524.0,18.0,5.1,2019-05-27,170.0,14.2,2019-05-20,10.0,82.0,52.0,2019-05-13,999.8,87.2
2019,5,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,6508.0,1.81,臺中,25.4,33.7,2019-05-15,18.9,2019-05-03,524.0,18.0,5.1,2019-05-27,170.0,14.2,2019-05-20,10.0,82.0,52.0,2019-05-13,999.8,87.2
2019,5,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,2834.0,2.18,臺中,25.4,33.7,2019-05-15,18.9,2019-05-03,524.0,18.0,5.1,2019-05-27,170.0,14.2,2019-05-20,10.0,82.0,52.0,2019-05-13,999.8,87.2
2019,5,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,191837.0,2.96,臺中,25.4,33.7,2019-05-15,18.9,2019-05-03,524.0,18.0,5.1,2019-05-27,170.0,14.2,2019-05-20,10.0,82.0,52.0,2019-05-13,999.8,87.2
2019,5,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,591014.0,2.93,臺中,25.4,33.7,2019-05-15,18.9,2019-05-03,524.0,18.0,5.1,2019-05-27,170.0,14.2,2019-05-20,10.0,82.0,52.0,2019-05-13,999.8,87.2
2019,5,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,2335.0,0.83,臺中,25.4,33.7,2019-05-15,18.9,2019-05-03,524.0,18.0,5.1,2019-05-27,170.0,14.2,2019-05-20,10.0,82.0,52.0,2019-05-13,999.8,87.2
2019,5,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2196.0,1.18,嘉義,25.9,34.6,2019-05-14,19.6,2019-05-08,239.7,18.0,10.2,2019-05-20,70.0,15.6,2019-05-20,70.0,78.0,49.0,2019-05-26,1006.3,109.4
2019,5,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,507230.0,3.53,高雄,27.5,33.0,2019-05-26,22.2,2019-05-02,196.3,14.0,6.7,2019-05-26,160.0,11.4,2019-05-20,360.0,79.0,56.0,2019-05-26,1009.3,143.4
2019,5,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,185461.0,3.65,臺南,26.9,33.9,2019-05-14,20.2,2019-05-08,168.0,12.0,8.3,2019-05-20,340.0,21.2,2019-05-20,320.0,75.0,53.0,2019-05-14,1007.1,134.4
2019,5,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5983.0,3.22,高雄,27.5,33.0,2019-05-26,22.2,2019-05-02,196.3,14.0,6.7,2019-05-26,160.0,11.4,2019-05-20,360.0,79.0,56.0,2019-05-26,1009.3,143.4
2019,5,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,150885.0,3.46,恆春,26.7,32.5,2019-05-18,21.2,2019-05-22,134.7,15.0,10.7,2019-05-03,30.0,22.4,2019-05-03,30.0,80.0,48.0,2019-05-08,1006.9,133.0
2019,5,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,6733.0,3.08,澎湖,25.8,32.0,2019-05-19,20.6,2019-05-06,77.9,9.0,8.5,2019-05-07,30.0,17.6,2019-05-07,30.0,85.0,52.0,2019-05-22,1008.7,119.1
2019,5,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,354.28,36425.0,3.26,東吉島,26.2,31.3,2019-05-31,22.0,2019-05-02,136.0,13.0,16.3,2019-05-06,30.0,21.5,2019-05-07,10.0,68.0,54.0,2019-05-03,1005.2,139.6
2019,5,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,45647.0,2.79,金門,22.8,30.0,2019-05-18,15.4,2019-05-03,190.0,17.0,11.6,2019-05-20,90.0,21.8,2019-05-20,70.0,78.0,33.0,2019-05-03,1007.1,89.7
2019,5,龍潭E/S太陽光電發電站/Longtan E/S Solar Power Station,162.0,12947.0,2.58,新屋,24.1,31.8,2019-05-25,17.4,2019-05-07,500.7,18.0,12.2,2019-05-19,230.0,19.8,2019-05-19,240.0,81.0,51.0,2019-05-21,1007.5,103.7
2019,5,竹工E/S太陽光電發電站/Zhugong E/S Solar Power Station,228.0,21356.0,3.02,新竹,24.7,32.8,2019-05-16,17.9,2019-05-07,515.0,15.0,5.7,2019-05-06,20.0,13.9,2019-05-07,50.0,77.0,45.0,2019-05-21,1006.7,100.9
2019,5,中科E/S太陽光電發電站/Zhongke E/S Solar Power Station,198.0,19006.0,3.1,臺中,25.4,33.7,2019-05-15,18.9,2019-05-03,524.0,18.0,5.1,2019-05-27,170.0,14.2,2019-05-20,10.0,82.0,52.0,2019-05-13,999.8,87.2
2019,5,彰林E/S太陽光電發電站/Changlin E/S Solar Power Station,258.0,27057.0,3.38,臺中,25.4,33.7,2019-05-15,18.9,2019-05-03,524.0,18.0,5.1,2019-05-27,170.0,14.2,2019-05-20,10.0,82.0,52.0,2019-05-13,999.8,87.2
2019,5,台南七股太陽光電發電站/Tainan Qigu Solar Power Station,1799.5,205554.0,3.68,永康,26.3,34.2,2019-05-14,19.6,2019-05-07,156.0,15.0,7.7,2019-05-20,360.0,14.0,2019-05-20,360.0,79.0,55.0,2019-05-26,1008.3,120.4
2019,5,高雄E/S太陽光電發電站/Kaohsiung E/S Solar Power Station,379.76,42486.0,3.61,高雄,27.5,33.0,2019-05-26,22.2,2019-05-02,196.3,14.0,6.7,2019-05-26,160.0,11.4,2019-05-20,360.0,79.0,56.0,2019-05-26,1009.3,143.4
2019,5,燕巢倉庫太陽光電發電站/Yanchao Warehouse Solar Power Station,497.76,29747.0,1.93,高雄,27.5,33.0,2019-05-26,22.2,2019-05-02,196.3,14.0,6.7,2019-05-26,160.0,11.4,2019-05-20,360.0,79.0,56.0,2019-05-26,1009.3,143.4
2019,5,大潭電廠GIS廠房太陽光電發電站/Datang Power Plant GIS Solar Power Station,710.04,70440.0,3.2,新屋,24.1,31.8,2019-05-25,17.4,2019-05-07,500.7,18.0,12.2,2019-05-19,230.0,19.8,2019-05-19,240.0,81.0,51.0,2019-05-21,1007.5,103.7
2019,5,北部儲運中心太陽光電發電站/Northern Storage and Transportation Center Solar Power Station,907.68,89754.0,3.19,新屋,24.1,31.8,2019-05-25,17.4,2019-05-07,500.7,18.0,12.2,2019-05-19,230.0,19.8,2019-05-19,240.0,81.0,51.0,2019-05-21,1007.5,103.7
2019,5,彰化彰濱太陽光電發電站/Changhua Changbin Solar Power Station,99999.1,6507157.0,2.1,臺中,25.4,33.7,2019-05-15,18.9,2019-05-03,524.0,18.0,5.1,2019-05-27,170.0,14.2,2019-05-20,10.0,82.0,52.0,2019-05-13,999.8,87.2
2019,6,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,48022.0,2.46,新屋,27.7,33.8,2019-06-28,21.2,2019-06-16,454.6,13.0,14.3,2019-06-23,230.0,23.3,2019-06-23,240.0,82.0,58.0,2019-06-15,1003.5,157.6
2019,6,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3850.0,3.19,新屋,27.7,33.8,2019-06-28,21.2,2019-06-16,454.6,13.0,14.3,2019-06-23,230.0,23.3,2019-06-23,240.0,82.0,58.0,2019-06-15,1003.5,157.6
2019,6,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,8030.0,2.92,臺中,28.2,35.6,2019-06-28,22.5,2019-06-24,480.0,15.0,4.5,2019-06-02,170.0,12.3,2019-06-24,320.0,79.0,47.0,2019-06-15,997.1,123.2
2019,6,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,8695.0,2.5,臺中,28.2,35.6,2019-06-28,22.5,2019-06-24,480.0,15.0,4.5,2019-06-02,170.0,12.3,2019-06-24,320.0,79.0,47.0,2019-06-15,997.1,123.2
2019,6,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3438.0,2.74,臺中,28.2,35.6,2019-06-28,22.5,2019-06-24,480.0,15.0,4.5,2019-06-02,170.0,12.3,2019-06-24,320.0,79.0,47.0,2019-06-15,997.1,123.2
2019,6,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,221705.0,3.53,臺中,28.2,35.6,2019-06-28,22.5,2019-06-24,480.0,15.0,4.5,2019-06-02,170.0,12.3,2019-06-24,320.0,79.0,47.0,2019-06-15,997.1,123.2
2019,6,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,680557.0,3.49,臺中,28.2,35.6,2019-06-28,22.5,2019-06-24,480.0,15.0,4.5,2019-06-02,170.0,12.3,2019-06-24,320.0,79.0,47.0,2019-06-15,997.1,123.2
2019,6,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,2700.0,0.99,臺中,28.2,35.6,2019-06-28,22.5,2019-06-24,480.0,15.0,4.5,2019-06-02,170.0,12.3,2019-06-24,320.0,79.0,47.0,2019-06-15,997.1,123.2
2019,6,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2342.0,1.3,嘉義,28.9,35.7,2019-06-18,23.1,2019-06-05,316.5,17.0,9.3,2019-06-04,230.0,16.9,2019-06-04,240.0,73.0,46.0,2019-06-03,1003.6,166.2
2019,6,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,576892.0,4.15,高雄,29.5,34.3,2019-06-18,24.4,2019-06-12,357.5,17.0,9.2,2019-06-10,350.0,14.7,2019-06-13,150.0,79.0,58.0,2019-06-22,1006.8,201.1
2019,6,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,193940.0,3.96,臺南,29.3,34.6,2019-06-18,24.5,2019-06-10,273.5,14.0,8.0,2019-06-30,170.0,16.5,2019-06-10,220.0,74.0,50.0,2019-06-03,1004.6,183.5
2019,6,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,6279.0,3.49,高雄,29.5,34.3,2019-06-18,24.4,2019-06-12,357.5,17.0,9.2,2019-06-10,350.0,14.7,2019-06-13,150.0,79.0,58.0,2019-06-22,1006.8,201.1
2019,6,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,169326.0,4.09,恆春,28.9,33.8,2019-06-06,24.6,2019-06-26,215.5,15.0,7.4,2019-06-21,270.0,15.4,2019-06-15,30.0,84.0,51.0,2019-06-18,1004.4,168.8
2019,6,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,7979.0,3.77,澎湖,28.5,33.6,2019-06-06,25.0,2019-06-26,92.7,16.0,8.1,2019-06-14,260.0,13.6,2019-06-14,250.0,88.0,61.0,2019-06-15,1005.6,173.7
2019,6,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,177.14,38758.0,7.15,東吉島,29.0,32.7,2019-06-07,25.7,2019-06-26,106.4,15.0,14.7,2019-06-14,260.0,17.4,2019-06-14,260.0,67.0,57.0,2019-06-15,1002.4,196.9
2019,6,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,48875.0,3.09,金門,26.5,33.2,2019-06-29,20.8,2019-06-16,117.1,14.0,9.4,2019-06-03,240.0,17.0,2019-06-03,250.0,87.0,50.0,2019-06-16,1002.6,132.7
2019,6,龍潭E/S太陽光電發電站/Longtan E/S Solar Power Station,162.0,16896.0,3.48,新屋,27.7,33.8,2019-06-28,21.2,2019-06-16,454.6,13.0,14.3,2019-06-23,230.0,23.3,2019-06-23,240.0,82.0,58.0,2019-06-15,1003.5,157.6
2019,6,竹工E/S太陽光電發電站/Zhugong E/S Solar Power Station,228.0,25737.0,3.76,新竹,28.3,34.4,2019-06-28,22.3,2019-06-12,482.7,12.0,6.2,2019-06-20,280.0,15.9,2019-06-19,290.0,74.0,48.0,2019-06-15,1003.0,161.2
2019,6,中科E/S太陽光電發電站/Zhongke E/S Solar Power Station,198.0,20953.0,3.53,臺中,28.2,35.6,2019-06-28,22.5,2019-06-24,480.0,15.0,4.5,2019-06-02,170.0,12.3,2019-06-24,320.0,79.0,47.0,2019-06-15,997.1,123.2
2019,6,彰林E/S太陽光電發電站/Changlin E/S Solar Power Station,258.0,30159.0,3.9,臺中,28.2,35.6,2019-06-28,22.5,2019-06-24,480.0,15.0,4.5,2019-06-02,170.0,12.3,2019-06-24,320.0,79.0,47.0,2019-06-15,997.1,123.2
2019,6,台南七股太陽光電發電站/Tainan Qigu Solar Power Station,1799.5,189176.0,3.5,永康,28.9,34.9,2019-06-19,24.1,2019-06-24,312.0,14.0,9.3,2019-06-10,230.0,18.7,2019-06-10,230.0,78.0,52.0,2019-06-03,1005.8,151.8
2019,6,高雄E/S太陽光電發電站/Kaohsiung E/S Solar Power Station,379.76,45697.0,4.01,高雄,29.5,34.3,2019-06-18,24.4,2019-06-12,357.5,17.0,9.2,2019-06-10,350.0,14.7,2019-06-13,150.0,79.0,58.0,2019-06-22,1006.8,201.1
2019,6,燕巢倉庫太陽光電發電站/Yanchao Warehouse Solar Power Station,497.76,55200.0,3.7,高雄,29.5,34.3,2019-06-18,24.4,2019-06-12,357.5,17.0,9.2,2019-06-10,350.0,14.7,2019-06-13,150.0,79.0,58.0,2019-06-22,1006.8,201.1
2019,6,大潭電廠GIS廠房太陽光電發電站/Datang Power Plant GIS Solar Power Station,710.04,83227.0,3.91,新屋,27.7,33.8,2019-06-28,21.2,2019-06-16,454.6,13.0,14.3,2019-06-23,230.0,23.3,2019-06-23,240.0,82.0,58.0,2019-06-15,1003.5,157.6
2019,6,北部儲運中心太陽光電發電站/Northern Storage and Transportation Center Solar Power Station,907.68,94775.0,3.48,新屋,27.7,33.8,2019-06-28,21.2,2019-06-16,454.6,13.0,14.3,2019-06-23,230.0,23.3,2019-06-23,240.0,82.0,58.0,2019-06-15,1003.5,157.6
2019,6,彰化彰濱太陽光電發電站/Changhua Changbin Solar Power Station,99999.1,12693699.0,4.23,臺中,28.2,35.6,2019-06-28,22.5,2019-06-24,480.0,15.0,4.5,2019-06-02,170.0,12.3,2019-06-24,320.0,79.0,47.0,2019-06-15,997.1,123.2
2019,7,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,42948.0,2.13,新屋,29.7,35.1,2019-07-17,24.9,2019-07-23,52.4,9.0,14.5,2019-07-06,230.0,24.8,2019-07-05,230.0,76.0,57.0,2019-07-16,1002.4,234.5
2019,7,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,4860.0,3.9,新屋,29.7,35.1,2019-07-17,24.9,2019-07-23,52.4,9.0,14.5,2019-07-06,230.0,24.8,2019-07-05,230.0,76.0,57.0,2019-07-16,1002.4,234.5
2019,7,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,8484.0,2.98,臺中,29.4,36.6,2019-07-17,23.1,2019-07-27,177.5,13.0,6.5,2019-07-10,190.0,15.4,2019-07-10,160.0,79.0,53.0,2019-07-04,996.2,165.2
2019,7,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,10240.0,2.85,臺中,29.4,36.6,2019-07-17,23.1,2019-07-27,177.5,13.0,6.5,2019-07-10,190.0,15.4,2019-07-10,160.0,79.0,53.0,2019-07-04,996.2,165.2
2019,7,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4139.0,3.19,臺中,29.4,36.6,2019-07-17,23.1,2019-07-27,177.5,13.0,6.5,2019-07-10,190.0,15.4,2019-07-10,160.0,79.0,53.0,2019-07-04,996.2,165.2
2019,7,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,247449.0,3.8,臺中,29.4,36.6,2019-07-17,23.1,2019-07-27,177.5,13.0,6.5,2019-07-10,190.0,15.4,2019-07-10,160.0,79.0,53.0,2019-07-04,996.2,165.2
2019,7,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,734462.0,3.65,臺中,29.4,36.6,2019-07-17,23.1,2019-07-27,177.5,13.0,6.5,2019-07-10,190.0,15.4,2019-07-10,160.0,79.0,53.0,2019-07-04,996.2,165.2
2019,7,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,3996.0,1.41,臺中,29.4,36.6,2019-07-17,23.1,2019-07-27,177.5,13.0,6.5,2019-07-10,190.0,15.4,2019-07-10,160.0,79.0,53.0,2019-07-04,996.2,165.2
2019,7,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2812.0,1.51,嘉義,29.2,35.6,2019-07-17,23.6,2019-07-31,335.5,21.0,9.0,2019-07-23,240.0,17.1,2019-07-23,240.0,74.0,48.0,2019-07-04,1002.8,172.1
2019,7,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,514325.0,3.58,高雄,29.3,35.2,2019-07-31,23.7,2019-07-19,500.0,18.0,7.5,2019-07-03,180.0,14.8,2019-07-02,190.0,81.0,55.0,2019-07-31,1006.0,170.2
2019,7,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,181511.0,3.59,臺南,29.2,35.4,2019-07-17,24.5,2019-07-04,573.0,20.0,8.0,2019-07-10,170.0,14.6,2019-07-02,140.0,76.0,52.0,2019-07-29,1003.8,174.2
2019,7,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5918.0,3.18,高雄,29.3,35.2,2019-07-31,23.7,2019-07-19,500.0,18.0,7.5,2019-07-03,180.0,14.8,2019-07-02,190.0,81.0,55.0,2019-07-31,1006.0,170.2
